"headword"	"type"	"comment"	"number"	"verses"
"multus, multa -um, -, plurimus -a -um"	""	""	"10:41"	"la : Et multi venerunt ad eum et dicebant: “ Ioannes quidem signum fecit nullum; omnia autem, quaecumque dixit Ioannes de hoc, vera erant ”.
en: Many came to him and said, ""John performed no sign, but everything John said about this man was true."
"multus, multa -um, -, plurimus -a -um"	""	""	"11:19"	"la : Multi autem ex Iudaeis venerant ad Martham et Mariam, ut consolarentur eas de fratre.
en: And many of the Jews had come to Martha and Mary to comfort them about their brother."
"multus, multa -um, -, plurimus -a -um"	""	""	"11:47"	"la : Collegerunt ergo pontifices et pharisaei concilium et dicebant: “ Quid facimus, quia hic homo multa signa facit?
en: So the chief priests and the Pharisees convened the Sanhedrin and said, ""What are we going to do? This man is performing many signs."
"multus, multa -um, -, plurimus -a -um"	""	""	"12:11"	"la : quia multi propter illum abibant ex Iudaeis et credebant in Iesum.
en: because many of the Jews were turning away and believing in Jesus because of him."
"multus, multa -um, -, plurimus -a -um"	""	""	"12:42"	"la : Verumtamen et ex principibus multi crediderunt in eum, sed propter pharisaeos non confitebantur, ut de synagoga non eicerentur;
en: Nevertheless, many, even among the authorities, believed in him, but because of the Pharisees they did not acknowledge it openly in order not to be expelled from the synagogue."
"quaero, quaerere, quaesivi, quaesitus"	""	""	"4:23"	"la : Sed venit hora, et nunc est, quando veri adoratores adorabunt Patrem in Spiritu et veritate; nam et Pater tales quaerit, qui adorent eum.
en: But the hour is coming, and is now here, when true worshipers will worship the Father in Spirit and truth; and indeed the Father seeks such people to worship him."
"quaero, quaerere, quaesivi, quaesitus"	""	""	"5:44"	"la : Quomodo potestis vos credere, qui gloriam ab invicem accipitis, et gloriam, quae a solo est Deo, non quaeritis?
en: How can you believe, when you accept praise from one another and do not seek the praise that comes from the only God?"
"quaero, quaerere, quaesivi, quaesitus"	""	""	"6:24"	"la : Cum ergo vidisset turba quia Iesus non esset ibi neque discipuli eius, ascenderunt ipsi naviculas et venerunt Capharnaum quaerentes Iesum.
en: When the crowd saw that neither Jesus nor his disciples were there, they themselves got into boats and came to Capernaum looking for Jesus."
"quaero, quaerere, quaesivi, quaesitus"	""	""	"6:26"	"la : Respondit eis Iesus et dixit: “ Amen, amen dico vobis: Quaeritis me, non quia vidistis signa, sed quia manducastis ex panibus et saturati estis.
en: Jesus answered them and said, ""Amen, amen, I say to you, you are looking for me not because you saw signs but because you ate the loaves and were filled."
"quaero, quaerere, quaesivi, quaesitus"	""	""	"7:11"	"la : Iudaei ergo quaerebant eum in die festo et dicebant: “ Ubi est ille? ”.
en: The Jews were looking for him at the feast and saying, ""Where is he?"
"quaero, quaerere, quaesivi, quaesitus"	""	""	"7:19"	"la : Nonne Moyses dedit vobis legem? Et nemo ex vobis facit legem. Quid me quaeritis interficere? ”.
en: Did not Moses give you the law? Yet none of you keeps the law. Why are you trying to kill me?"
"quaero, quaerere, quaesivi, quaesitus"	""	""	"7:25"	"la : Dicebant ergo quidam ex Hierosolymis: “ Nonne hic est, quem quaerunt interficere?
en: So some of the inhabitants of Jerusalem said, ""Is he not the one they are trying to kill?"
"quaero, quaerere, quaesivi, quaesitus"	""	""	"7:30"	"la : Quaerebant ergo eum apprehendere, et nemo misit in illum manus, quia nondum venerat hora eius.
en: So they tried to arrest him, but no one laid a hand upon him, because his hour had not yet come."
"quaero, quaerere, quaesivi, quaesitus"	""	""	"8:21"	"la : Dixit ergo iterum eis: “ Ego vado, et quaeretis me et in peccato vestro moriemini! Quo ego vado, vos non potestis venire ”.
en: He said to them again, ""I am going away and you will look for me, but you will die in your sin. Where I am going you cannot come."
"quaero, quaerere, quaesivi, quaesitus"	""	""	"8:37"	"la : Scio quia semen Abrahae estis; sed quaeritis me interficere, quia sermo meus non capit in vobis.
en: I know that you are descendants of Abraham. But you are trying to kill me, because my word has no room among you."
"tuus, tua, tuum"	""	""	"4:18"	"la : quinque enim viros habuisti, et nunc, quem habes, non est tuus vir. Hoc vere dixisti ”.
en: For you have had five husbands, and the one you have now is not your husband. What you have said is true."
"tuus, tua, tuum"	""	""	"5:8"	"la : Dicit ei Iesus: “ Surge, tolle grabatum tuum et ambula ”.
en: Jesus said to him, ""Rise, take up your mat, and walk."
"tuus, tua, tuum"	""	""	"5:11"	"la : Ille autem respondit eis: “ Qui me fecit sanum, ille mihi dixit: “Tolle grabatum tuum et ambula” ”.
en: He answered them, ""The man who made me well told me, 'Take up your mat and walk.'"
"tuus, tua, tuum"	""	""	"8:13"	"la : Dixerunt ergo ei pharisaei: “ Tu de teipso testimonium perhibes; testimonium tuum non est verum ”.
en: So the Pharisees said to him, ""You testify on your own behalf, so your testimony cannot be verified."
"tuus, tua, tuum"	""	""	"9:17"	"la : Dicunt ergo caeco iterum: “ Tu quid dicis de eo quia aperuit oculos tuos? ”. Ille autem dixit: “ Propheta est! ”.
en: So they said to the blind man again, ""What do you have to say about him, since he opened your eyes?"" He said, ""He is a prophet."
"tuus, tua, tuum"	""	""	"11:23"	"la : Dicit illi Iesus: “ Resurget frater tuus ”.
en: Jesus said to her, ""Your brother will rise."
"tuus, tua, tuum"	""	""	"17:10"	"la : et mea omnia tua sunt, et tua mea; et clarificatus sum in eis.
en: and everything of mine is yours and everything of yours is mine, and I have been glorified in them."
"tuus, tua, tuum"	""	""	"17:17"	"la : Sanctifica eos in veritate; sermo tuus veritas est.
en: Consecrate them in the truth. Your word is truth."
"tuus, tua, tuum"	""	""	"18:35"	"la : Respondit Pilatus: “ Numquid ego Iudaeus sum? Gens tua et pontifices tradiderunt te mihi; quid fecisti? ”.
en: Pilate answered, ""I am not a Jew, am I? Your own nation and the chief priests handed you over to me. What have you done?"
"tuus, tua, tuum"	""	""	"20:27"	"la : Deinde dicit Thomae: “ Infer digitum tuum huc et vide manus meas et affer manum tuam et mitte in latus meum; et noli fieri incredulus sed fidelis! ”.
en: Then he said to Thomas, ""Put your finger here and see my hands, and bring your hand and put it into my side, and do not be unbelieving, but believe."
"alius, alia, aliud"	""	""	"4:37"	"la : In hoc enim est verbum verum: Alius est qui seminat, et alius est qui metit.
en: For here the saying is verified that 'One sows and another reaps.'"
"alius, alia, aliud"	""	""	"4:38"	"la : Ego misi vos metere, quod vos non laborastis; alii laboraverunt, et vos in laborem eorum introistis ”.
en: I sent you to reap what you have not worked for; others have done the work, and you are sharing the fruits of their work."
"alius, alia, aliud"	""	""	"5:43"	"la : Ego veni in nomine Patris mei, et non accipitis me; si alius venerit in nomine suo, illum accipietis.
en: I came in the name of my Father, but you do not accept me; yet if another comes in his own name, you will accept him."
"alius, alia, aliud"	""	""	"6:22"	"la : Altera die turba, quae stabat trans mare, vidit quia navicula alia non erat ibi, nisi una, et quia non introisset cum discipulis suis Iesus in navem, sed soli discipuli eius abiissent;
en: The next day, the crowd that remained across the sea saw that there had been only one boat there, and that Jesus had not gone along with his disciples in the boat, but only his disciples had left."
"alius, alia, aliud"	""	""	"6:23"	"la : aliae supervenerunt naves a Tiberiade iuxta locum, ubi manducaverant panem, gratias agente Domino.
en: Other boats came from Tiberias near the place where they had eaten the bread when the Lord gave thanks."
"alius, alia, aliud"	""	""	"7:12"	"la : Et murmur multus de eo erat in turba. Alii quidem dicebant: “ Bonus est! ”; alii autem dicebant: “ Non, sed seducit turbam! ”.
en: And there was considerable murmuring about him in the crowds. Some said, ""He is a good man,"" (while) others said, ""No; on the contrary, he misleads the crowd."
"alius, alia, aliud"	""	""	"7:41"	"la : alii dicebant: “ Hic est Christus! ”; quidam autem dicebant: “ Numquid a Galilaea Christus venit?
en: Others said, ""This is the Messiah."" But others said, ""The Messiah will not come from Galilee, will he?"
"alius, alia, aliud"	""	""	"9:9"	"la : alii dicebant: “ Hic est! ”; alii dicebant: “ Nequaquam, sed similis est eius! ”. Ille dicebat: “ Ego sum! ”.
en: Some said, ""It is,"" but others said, ""No, he just looks like him."" He said, ""I am."
"alius, alia, aliud"	""	""	"10:16"	"la : Et alias oves habeo, quae non sunt ex hoc ovili, et illas oportet me adducere, et vocem meam audient et fient unus grex, unus pastor.
en: I have other sheep that do not belong to this fold. These also I must lead, and they will hear my voice, and there will be one flock, one shepherd."
"alius, alia, aliud"	""	""	"18:16"	"la : Petrus autem stabat ad ostium foris. Exivit ergo discipulus alius, qui erat notus pontifici, et dixit ostiariae et introduxit Petrum.
en: But Peter stood at the gate outside. So the other disciple, the acquaintance of the high priest, went out and spoke to the gatekeeper and brought Peter in."
"verus, vera -um, verior -or -us, verissimus -a -um"	""	""	"1:9"	"la : Erat lux vera, quae illuminat omnem hominem, veniens in mundum.
en: The true light, which enlightens everyone, was coming into the world."
"verus, vera -um, verior -or -us, verissimus -a -um"	""	""	"1:47"	"la : Vidit Iesus Nathanael venientem ad se et dicit de eo: “ Ecce vere Israelita, in quo dolus non est ”.
en: Jesus saw Nathanael coming toward him and said of him, ""Here is a true Israelite. There is no duplicity in him."
"verus, vera -um, verior -or -us, verissimus -a -um"	""	""	"4:42"	"la : et mulieri dicebant: “ Iam non propter tuam loquelam credimus; ipsi enim audivimus et scimus quia hic est vere Salvator mundi! ”.
en: and they said to the woman, ""We no longer believe because of your word; for we have heard for ourselves, and we know that this is truly the savior of the world."
"verus, vera -um, verior -or -us, verissimus -a -um"	""	""	"5:29"	"la : et procedent, qui bona fecerunt, in resurrectionem vitae, qui vero mala egerunt, in resurrectionem iudicii.
en: and will come out, those who have done good deeds to the resurrection of life, but those who have done wicked deeds to the resurrection of condemnation."
"verus, vera -um, verior -or -us, verissimus -a -um"	""	""	"5:31"	"la : Si ego testimonium perhibeo de meipso, testimonium meum non est verum;
en: If I testify on my own behalf, my testimony cannot be verified."
"verus, vera -um, verior -or -us, verissimus -a -um"	""	""	"6:32"	"la : Dixit ergo eis Iesus: “ Amen, amen dico vobis: Non Moyses dedit vobis panem de caelo, sed Pater meus dat vobis panem de caelo verum;
en: So Jesus said to them, ""Amen, amen, I say to you, it was not Moses who gave the bread from heaven; my Father gives you the true bread from heaven."
"verus, vera -um, verior -or -us, verissimus -a -um"	""	""	"6:55"	"la : Caro enim mea verus est cibus, et sanguis meus verus est potus.
en: For my flesh is true food, and my blood is true drink."
"verus, vera -um, verior -or -us, verissimus -a -um"	""	""	"7:26"	"la : Et ecce palam loquitur, et nihil ei dicunt. Numquid vere cognoverunt principes quia hic est Christus?
en: And look, he is speaking openly and they say nothing to him. Could the authorities have realized that he is the Messiah?"
"verus, vera -um, verior -or -us, verissimus -a -um"	""	""	"7:28"	"la : Clamavit ergo docens in templo Iesus et dicens: “ Et me scitis et unde sim scitis. Et a meipso non veni, sed est verus, qui misit me, quem vos non scitis.
en: So Jesus cried out in the temple area as he was teaching and said, ""You know me and also know where I am from. Yet I did not come on my own, but the one who sent me, whom you do not know, is true."
"verus, vera -um, verior -or -us, verissimus -a -um"	""	""	"7:40"	"la : Ex illa ergo turba, cum audissent hos sermones, dicebant: “ Hic est vere propheta! ”;
en: Some in the crowd who heard these words said, ""This is truly the Prophet."
"sermo, sermonis"	""	""	"4:41"	"la : Et multo plures crediderunt propter sermonem eius;
en: Many more began to believe in him because of his word,"
"sermo, sermonis"	""	""	"7:36"	"la : Quis est hic sermo, quem dixit: “Quaeretis me et non invenietis” et: “Ubi sum ego, vos non potestis venire”? ”.
en: What is the meaning of his saying, 'You will look for me and not find (me), and where I am you cannot come'?"
"sermo, sermonis"	""	""	"8:51"	"la : Amen, amen dico vobis: Si quis sermonem meum servaverit, mortem non videbit in aeternum ”.
en: Amen, amen, I say to you, whoever keeps my word will never see death."
"sermo, sermonis"	""	""	"8:52"	"la : Dixerunt ergo ei Iudaei: “ Nunc cognovimus quia daemonium habes. Abraham mortuus est et prophetae, et tu dicis: “Si quis sermonem meum servaverit, non gustabit mortem in aeternum”.
en: (So) the Jews said to him, ""Now we are sure that you are possessed. Abraham died, as did the prophets, yet you say, 'Whoever keeps my word will never taste death.'"
"sermo, sermonis"	""	""	"15:3"	"la : Iam vos mundi estis propter sermonem, quem locutus sum vobis.
en: You are already pruned because of the word that I spoke to you."
"sermo, sermonis"	""	""	"15:20"	"la : Mementote sermonis, quem ego dixi vobis: Non est servus maior domino suo. Si me persecuti sunt, et vos persequentur; si sermonem meum servaverunt, et vestrum servabunt.
en: Remember the word I spoke to you, 'No slave is greater than his master.' If they persecuted me, they will also persecute you. If they kept my word, they will also keep yours."
"sermo, sermonis"	""	""	"18:9"	"la : ut impleretur sermo, quem dixit: “ Quos dedisti mihi, non perdidi ex ipsis quemquam ”.
en: This was to fulfill what he had said, ""I have not lost any of those you gave me."
"sermo, sermonis"	""	""	"18:32"	"la : ut sermo Iesu impleretur, quem dixit, significans qua esset morte moriturus.
en: in order that the word of Jesus might be fulfilled that he said indicating the kind of death he would die."
"sermo, sermonis"	""	""	"19:8"	"la : Cum ergo audisset Pilatus hunc sermonem, magis timuit
en: Now when Pilate heard this statement, he became even more afraid,"
"sermo, sermonis"	""	""	"19:13"	"la : Pilatus ergo, cum audisset hos sermones, adduxit foras Iesum et sedit pro tribunali in locum, qui dicitur Lithostrotos, Hebraice autem Gabbatha.
en: When Pilate heard these words he brought Jesus out and seated him on the judge's bench in the place called Stone Pavement, in Hebrew, Gabbatha."
"opus, operis"	""	""	"3:20"	"la : Omnis enim, qui mala agit, odit lucem et non venit ad lucem, ut non arguantur opera eius;
en: For everyone who does wicked things hates the light and does not come toward the light, so that his works might not be exposed."
"opus, operis"	""	""	"3:21"	"la : qui autem facit veritatem, venit ad lucem, ut manifestentur eius opera, quia in Deo sunt facta.
en: But whoever lives the truth comes to the light, so that his works may be clearly seen as done in God."
"opus, operis"	""	""	"4:34"	"la : Dicit eis Iesus: “ Meus cibus est, ut faciam voluntatem eius, qui misit me, et ut perficiam opus eius.
en: Jesus said to them, ""My food is to do the will of the one who sent me and to finish his work."
"opus, operis"	""	""	"5:36"	"la : Ego autem habeo testimonium maius Ioanne; opera enim, quae dedit mihi Pater, ut perficiam ea, ipsa opera, quae ego facio, testimonium perhibent de me, quia Pater me misit;
en: But I have testimony greater than John's. The works that the Father gave me to accomplish, these works that I perform testify on my behalf that the Father has sent me."
"opus, operis"	""	""	"7:3"	"la : Dixerunt ergo ad eum fratres eius: “ Transi hinc et vade in Iudaeam, ut et discipuli tui videant opera tua, quae facis.
en: So his brothers said to him, ""Leave here and go to Judea, so that your disciples also may see the works you are doing."
"opus, operis"	""	""	"7:21"	"la : Respondit Iesus et dixit eis: “ Unum opus feci, et omnes miramini.
en: Jesus answered and said to them, ""I performed one work and all of you are amazed"
"opus, operis"	""	""	"8:39"	"la : Responderunt et dixerunt ei: “ Pater noster Abraham est ”. Dicit eis Iesus: “ Si filii Abrahae essetis, opera Abrahae faceretis.
en: They answered and said to him, ""Our father is Abraham."" Jesus said to them, ""If you were Abraham's children, you would be doing the works of Abraham."
"opus, operis"	""	""	"8:41"	"la : Vos facitis opera patris vestri ”. Dixerunt itaque ei: “ Nos ex fornicatione non sumus nati; unum patrem habemus Deum! ”.
en: You are doing the works of your father!"" (So) they said to him, ""We are not illegitimate. We have one Father, God."
"opus, operis"	""	""	"9:4"	"la : Nos oportet operari opera eius, qui misit me, donec dies est; venit nox, quando nemo potest operari.
en: We have to do the works of the one who sent me while it is day. Night is coming when no one can work."
"opus, operis"	""	""	"10:25"	"la : Respondit eis Iesus: “ Dixi vobis, et non creditis; opera, quae ego facio in nomine Patris mei, haec testimonium perhibent de me.
en: Jesus answered them, ""I told you and you do not believe. The works I do in my Father's name testify to me."
"perhibeo, perhibere, perhibui, perhibitus"	""	""	"1:34"	"la : Et ego vidi et testimonium perhibui quia hic est Filius Dei ”.
en: Now I have seen and testified that he is the Son of God."
"perhibeo, perhibere, perhibui, perhibitus"	""	""	"3:28"	"la : Ipsi vos mihi testimonium perhibetis, quod dixerim: Non sum ego Christus, sed: Missus sum ante illum.
en: You yourselves can testify that I said (that) I am not the Messiah, but that I was sent before him."
"perhibeo, perhibere, perhibui, perhibitus"	""	""	"5:33"	"la : Vos misistis ad Ioannem, et testimonium perhibuit veritati;
en: You sent emissaries to John, and he testified to the truth."
"perhibeo, perhibere, perhibui, perhibitus"	""	""	"12:17"	"la : Testimonium ergo perhibebat turba, quae erat cum eo, quando Lazarum vocavit de monumento et suscitavit eum a mortuis.
en: So the crowd that was with him when he called Lazarus from the tomb and raised him from death continued to testify."
"perhibeo, perhibere, perhibui, perhibitus"	""	""	"15:26"	"la : Cum autem venerit Paraclitus, quem ego mittam vobis a Patre, Spiritum veritatis, qui a Patre procedit, ille testimonium perhibebit de me;
en: When the Advocate comes whom I will send you from the Father, the Spirit of truth that proceeds from the Father, he will testify to me."
"perhibeo, perhibere, perhibui, perhibitus"	""	""	"15:27"	"la : sed et vos testimonium perhibetis, quia ab initio mecum estis.
en: And you also testify, because you have been with me from the beginning."
"perhibeo, perhibere, perhibui, perhibitus"	""	""	"21:24"	"la : Hic est discipulus, qui testimonium perhibet de his et scripsit haec; et scimus quia verum est testimonium eius.
en: It is this disciple who testifies to these things and has written them, and we know that his testimony is true."
"aeternus, aeterna -um, aeternior -or -us, aeternissimus -a -um"	""	""	"3:15"	"la : ut omnis, qui credit, in ipso habeat vitam aeternam ”.
en: so that everyone who believes in him may have eternal life."
"aeternus, aeterna -um, aeternior -or -us, aeternissimus -a -um"	""	""	"4:36"	"la : qui metit, mercedem accipit et congregat fructum in vitam aeternam, ut et qui seminat, simul gaudeat et qui metit.
en: The reaper is already receiving his payment and gathering crops for eternal life, so that the sower and reaper can rejoice together."
"aeternus, aeterna -um, aeternior -or -us, aeternissimus -a -um"	""	""	"6:27"	"la : Operamini non cibum, qui perit, sed cibum, qui permanet in vitam aeternam, quem Filius hominis vobis dabit; hunc enim Pater signavit Deus! ”.
en: Do not work for food that perishes but for the food that endures for eternal life, which the Son of Man will give you. For on him the Father, God, has set his seal."
"aeternus, aeterna -um, aeternior -or -us, aeternissimus -a -um"	""	""	"10:28"	"la : et ego vitam aeternam do eis, et non peribunt in aeternum, et non rapiet eas quisquam de manu mea.
en: I give them eternal life, and they shall never perish. No one can take them out of my hand."
"aeternus, aeterna -um, aeternior -or -us, aeternissimus -a -um"	""	""	"12:25"	"la : Qui amat animam suam, perdit eam; et, qui odit animam suam in hoc mundo, in vitam aeternam custodiet eam.
en: Whoever loves his life loses it, and whoever hates his life in this world will preserve it for eternal life."
"aeternus, aeterna -um, aeternior -or -us, aeternissimus -a -um"	""	""	"13:8"	"la : Dicit ei Petrus: “ Non lavabis mihi pedes in aeternum! ”. Respondit Iesus ei: “ Si non lavero te, non habes partem mecum ”.
en: Peter said to him, ""You will never wash my feet."" Jesus answered him, ""Unless I wash you, you will have no inheritance with me."
"aeternus, aeterna -um, aeternior -or -us, aeternissimus -a -um"	""	""	"17:2"	"la : sicut dedisti ei potestatem omnis carnis, ut omne, quod dedisti ei, det eis vitam aeternam.
en: just as you gave him authority over all people, so that he may give eternal life to all you gave him."
"nemo, neminis"	""	""	"3:2"	"la : hic venit ad eum nocte et dixit ei: “ Rabbi, scimus quia a Deo venisti magister; nemo enim potest haec signa facere, quae tu facis, nisi fuerit Deus cum eo ”.
en: He came to Jesus at night and said to him, ""Rabbi, we know that you are a teacher who has come from God, for no one can do these signs that you are doing unless God is with him."
"nemo, neminis"	""	""	"7:13"	"la : Nemo tamen palam loquebatur de illo propter metum Iudaeorum.
en: Still, no one spoke openly about him because they were afraid of the Jews."
"nemo, neminis"	""	""	"7:27"	"la : Sed hunc scimus unde sit, Christus autem cum venerit, nemo scit unde sit ”.
en: But we know where he is from. When the Messiah comes, no one will know where he is from."
"nemo, neminis"	""	""	"8:10"	"la : Erigens autem se Iesus dixit ei: “ Mulier, ubi sunt? Nemo te condemnavit? ”.
en: Then Jesus straightened up and said to her, ""Woman, where are they? Has no one condemned you?"
"nemo, neminis"	""	""	"10:18"	"la : Nemo tollit eam a me, sed ego pono eam a meipso. Potestatem habeo ponendi eam et potestatem habeo iterum sumendi eam. Hoc mandatum accepi a Patre meo ”.
en: No one takes it from me, but I lay it down on my own. I have power to lay it down, and power to take it up again. This command I have received from my Father."
"nemo, neminis"	""	""	"13:28"	"la : Hoc autem nemo scivit discumbentium ad quid dixerit ei;
en: (Now) none of those reclining at table realized why he said this to him."
"nemo, neminis"	""	""	"14:6"	"la : Dicit ei Iesus: “ Ego sum via et veritas et vita; nemo venit ad Patrem nisi per me.
en: Jesus said to him, ""I am the way and the truth and the life. No one comes to the Father except through me."
"nemo, neminis"	""	""	"15:13"	"la : maiorem hac dilectionem nemo habet, ut animam suam quis ponat pro amicis suis.
en: No one has greater love than this, to lay down one's life for one's friends."
"nemo, neminis"	""	""	"16:5"	"la : At nunc vado ad eum, qui me misit, et nemo ex vobis interrogat me: “Quo vadis?”.
en: But now I am going to the one who sent me, and not one of you asks me, 'Where are you going?'"
"nemo, neminis"	""	""	"21:12"	"la : Dicit eis Iesus: “ Venite, prandete ”. Nemo autem audebat discipulorum interrogare eum: “ Tu quis es? ”, scientes quia Dominus est.
en: Jesus said to them, ""Come, have breakfast."" And none of the disciples dared to ask him, ""Who are you?"" because they realized it was the Lord."
"hora, horae"	""	""	"2:4"	"la : Et dicit ei Iesus: “ Quid mihi et tibi, mulier? Nondum venit hora mea ”.
en: (And) Jesus said to her, ""Woman, how does your concern affect me? My hour has not yet come."
"hora, horae"	""	""	"4:6"	"la : erat autem ibi fons Iacob. Iesus ergo fatigatus ex itinere sedebat sic super fontem; hora erat quasi sexta.
en: Jacob's well was there. Jesus, tired from his journey, sat down there at the well. It was about noon."
"hora, horae"	""	""	"4:52"	"la : Interrogabat ergo horam ab eis, in qua melius habuerit. Dixerunt ergo ei: “ Heri hora septima reliquit eum febris ”.
en: He asked them when he began to recover. They told him, ""The fever left him yesterday, about one in the afternoon."
"hora, horae"	""	""	"5:35"	"la : Ille erat lucerna ardens et lucens; vos autem voluistis exsultare ad horam in luce eius.
en: He was a burning and shining lamp, and for a while you were content to rejoice in his light."
"hora, horae"	""	""	"12:27"	"la : Nunc anima mea turbata est. Et quid dicam? Pater, salvifica me ex hora hac? Sed propterea veni in horam hanc.
en: I am troubled now. Yet what should I say? 'Father, save me from this hour'? But it was for this purpose that I came to this hour."
"hora, horae"	""	""	"16:2"	"la : Absque synagogis facient vos; sed venit hora, ut omnis, qui interficit vos, arbitretur obsequium se praestare Deo.
en: They will expel you from the synagogues; in fact, the hour is coming when everyone who kills you will think he is offering worship to God."
"hora, horae"	""	""	"16:4"	"la : Sed haec locutus sum vobis, ut, cum venerit hora eorum, reminiscamini eorum, quia ego dixi vobis. Haec autem vobis ab initio non dixi, quia vobiscum eram.
en: I have told you this so that when their hour comes you may remember that I told you. ""I did not tell you this from the beginning, because I was with you."
"hora, horae"	""	""	"16:21"	"la : Mulier, cum parit, tristitiam habet, quia venit hora eius; cum autem pepererit puerum, iam non meminit pressurae propter gaudium, quia natus est homo in mundum.
en: When a woman is in labor, she is in anguish because her hour has arrived; but when she has given birth to a child, she no longer remembers the pain because of her joy that a child has been born into the world."
"hora, horae"	""	""	"16:25"	"la : Haec in proverbiis locutus sum vobis; venit hora, cum iam non in proverbiis loquar vobis, sed palam de Patre annuntiabo vobis.
en: I have told you this in figures of speech. The hour is coming when I will no longer speak to you in figures but I will tell you clearly about the Father."
"hora, horae"	""	""	"19:14"	"la : Erat autem Parasceve Paschae, hora erat quasi sexta. Et dicit Iudaeis: “ Ecce rex vester! ”.
en: It was preparation day for Passover, and it was about noon. And he said to the Jews, ""Behold, your king!"
"pono, ponere, posui, positus"	""	""	"2:6"	"la : Erant autem ibi lapideae hydriae sex positae secundum purificationem Iudaeorum, capientes singulae metretas binas vel ternas.
en: Now there were six stone water jars there for Jewish ceremonial washings, each holding twenty to thirty gallons."
"pono, ponere, posui, positus"	""	""	"9:15"	"la : Iterum ergo interrogabant et eum pharisaei quomodo vidisset. Ille autem dixit eis: “ Lutum posuit super oculos meos, et lavi et video ”.
en: So then the Pharisees also asked him how he was able to see. He said to them, ""He put clay on my eyes, and I washed, and now I can see."
"pono, ponere, posui, positus"	""	""	"10:11"	"la : Ego sum pastor bonus; bonus pastor animam suam ponit pro ovibus;
en: I am the good shepherd. A good shepherd lays down his life for the sheep."
"pono, ponere, posui, positus"	""	""	"10:15"	"la : sicut cognoscit me Pater, et ego cognosco Patrem; et animam meam pono pro ovibus.
en: just as the Father knows me and I know the Father; and I will lay down my life for the sheep."
"pono, ponere, posui, positus"	""	""	"13:4"	"la : surgit a cena et ponit vestimenta sua et, cum accepisset linteum, praecinxit se.
en: he rose from supper and took off his outer garments. He took a towel and tied it around his waist."
"pono, ponere, posui, positus"	""	""	"19:29"	"la : Vas positum erat aceto plenum; spongiam ergo plenam aceto hyssopo circumponentes, obtulerunt ori eius.
en: There was a vessel filled with common wine. So they put a sponge soaked in wine on a sprig of hyssop and put it up to his mouth."
"pono, ponere, posui, positus"	""	""	"19:41"	"la : Erat autem in loco, ubi crucifixus est, hortus, et in horto monumentum novum, in quo nondum quisquam positus erat.
en: Now in the place where he had been crucified there was a garden, and in the garden a new tomb, in which no one had yet been buried."
"pono, ponere, posui, positus"	""	""	"19:42"	"la : Ibi ergo propter Parascevem Iudaeorum, quia iuxta erat monumentum, posuerunt Iesum.
en: So they laid Jesus there because of the Jewish preparation day; for the tomb was close by."
"pono, ponere, posui, positus"	""	""	"20:2"	"la : Currit ergo et venit ad Simonem Petrum et ad alium discipulum, quem amabat Iesus, et dicit eis: “ Tulerunt Dominum de monumento, et nescimus, ubi posuerunt eum! ”.
en: So she ran and went to Simon Peter and to the other disciple whom Jesus loved, and told them, ""They have taken the Lord from the tomb, and we don't know where they put him."
"pono, ponere, posui, positus"	""	""	"20:5"	"la : et cum se inclinasset, videt posita linteamina, non tamen introivit.
en: he bent down and saw the burial cloths there, but did not go in."
"Simon, Simonis"	""	""	"1:40"	"la : Erat Andreas, frater Simonis Petri, unus ex duobus, qui audierant ab Ioanne et secuti fuerant eum.
en: Andrew, the brother of Simon Peter, was one of the two who heard John and followed Jesus."
"Simon, Simonis"	""	""	"1:41"	"la : Invenit hic primum fratrem suum Simonem et dicit ei: “ Invenimus Messiam ” — quod est interpretatum Christus C;
en: He first found his own brother Simon and told him, ""We have found the Messiah"" (which is translated Anointed)."
"Simon, Simonis"	""	""	"13:36"	"la : Dicit ei Simon Petrus: “ Domine, quo vadis? ”. Respondit Iesus: “ Quo vado, non potes me modo sequi, sequeris autem postea ”.
en: Simon Peter said to him, ""Master, where are you going?"" Jesus answered (him), ""Where I am going, you cannot follow me now, though you will follow later."
"Simon, Simonis"	""	""	"20:6"	"la : Venit ergo et Simon Petrus sequens eum et introivit in monumentum; et videt linteamina posita
en: When Simon Peter arrived after him, he went into the tomb and saw the burial cloths there,"
"Simon, Simonis"	""	""	"21:3"	"la : Dicit eis Simon Petrus: “ Vado piscari ”. Dicunt ei: “ Venimus et nos tecum ”. Exierunt et ascenderunt in navem; et illa nocte nihil prendiderunt.
en: Simon Peter said to them, ""I am going fishing."" They said to him, ""We also will come with you."" So they went out and got into the boat, but that night they caught nothing."
"Simon, Simonis"	""	""	"21:7"	"la : Dicit ergo discipulus ille, quem diligebat Iesus, Petro: “ Dominus est! ”. Simon ergo Petrus, cum audisset quia Dominus est, tunicam succinxit se, erat enim nudus, et misit se in mare;
en: So the disciple whom Jesus loved said to Peter, ""It is the Lord."" When Simon Peter heard that it was the Lord, he tucked in his garment, for he was lightly clad, and jumped into the sea."
"Simon, Simonis"	""	""	"21:11"	"la : Ascendit ergo Simon Petrus et traxit rete in terram, plenum magnis piscibus centum quinquaginta tribus; et cum tanti essent, non est scissum rete.
en: So Simon Peter went over and dragged the net ashore full of one hundred fifty-three large fish. Even though there were so many, the net was not torn."
