"word"	"headword"	"pos"	"meaning"
"introisset"	"introeo, introire, introivi(ii), introitus"	"V"	"enter, go in or into"
"introistis"	"introeo, introire, introivi(ii), introitus"	"V"	"enter, go in or into"
"introivit"	"introeo, introire, introivi(ii), introitus"	"V"	"enter, go in or into"
"intuitus"	"intueor, intueri, intuitus sum"	"V"	"look at"
"intus"	"intus"	"ADV"	"within, on the inside, inside"
"inveniemus"	"invenio, invenire, inveni, inventus"	"V"	"come upon"
"inveniet"	"invenio, invenire, inveni, inventus"	"V"	"come upon"
"invenietis"	"invenio, invenire, inveni, inventus"	"V"	"come upon"
"invenimus"	"invenio, invenire, inveni, inventus"	"V"	"come upon"
"invenio"	"invenio, invenire, inveni, inventus"	"V"	"come upon"
"invenissent"	"invenio, invenire, inveni, inventus"	"V"	"come upon"
"invenisset"	"invenio, invenire, inveni, inventus"	"V"	"come upon"
"invenit"	"invenio, invenire, inveni, inventus"	"V"	"come upon"
"invicem"	"invicem"	"ADV"	"in turn"
"involutum"	"involvo, involvere, involvi, involutus"	"V"	"wrap (in), cover, envelop"
"ioanne"	"Joannes, Joannis"	"N"	"John"
"ioannem"	"Joannes, Joannis"	"N"	"John"
"ioannes"	"Joannes, Joannis"	"N"	"John"
"ioannis"	"Joannes, Joannis"	"N"	"John"
"iordanem"	"Iordanes, Iordanis"	"N"	"the Jordan river, in West Asia flowing to the Dead Sea"
"ioseph"	"Ioseph"	"N"	"Joseph, the husband of Mary, mother of Jesus"
"ipsa"	"ipse, ipsa, ipsum"	"PRON"	"himself/herself/itself"
"ipse"	"ipse, ipsa, ipsum"	"PRON"	"himself/herself/itself"
"ipsi"	"ipse, ipsa, ipsum"	"PRON"	"himself/herself/itself"
"ipsis"	"ipse, ipsa, ipsum"	"PRON"	"himself/herself/itself"
"ipso"	"ipse, ipsa, ipsum"	"PRON"	"himself/herself/itself"
"ipsos"	"ipse, ipsa, ipsum"	"PRON"	"himself/herself/itself"
"ipsum"	"ipse, ipsa, ipsum"	"PRON"	"himself/herself/itself"
"ira"	"ira, irae"	"N"	"anger"
"is"	"is, ea, id"	"PRON"	"he/she/it/they (by GENDER/NUMBER)"
"isaiae"	"Isaias, Isaiae"	"N"	"a prophet"
"isaias"	"Isaias, Isaiae"	"N"	"a prophet"
"iscariotes"	"Iscariotes, Iscariotae"	"N"	"Iscariot, refers to Judas"
"iscariotis"	"Iscariotes, Iscariotae"	"N"	"Iscariot, refers to Judas"
"israel"	"Israel, Israelis"	"N"	"Israel/Jacob"
"israelita"	"Israelita, Israelitae"	"N"	"Israelite"
"ista"	"iste, ista, istud"	"PRON"	"that, that of yours, that which you refer to"
"iste"	"iste, ista, istud"	"PRON"	"that, that of yours, that which you refer to"
"istius"	"iste, ista, istud"	"PRON"	"that, that of yours, that which you refer to"
"istum"	"iste, ista, istud"	"PRON"	"that, that of yours, that which you refer to"
"ita"	"ita"	"ADV"	"thus, so"
"itaque"	"itaque"	"ADV"	"and so, accordingly"
"iterato"	"itero, iterare, iteravi, iteratus"	"V"	"do a second time"
"iterum"	"iterum"	"ADV"	"again"
"itinere"	"iter, itineris"	"N"	"journey"
"iturus"	"eo, ire, ivi(ii), itus"	"V"	"go, walk"
"iudae"	"Judes, Judae"	"N"	"Judah"
"iudaea"	"Judaeus, Judaea, Judaeum"	"ADJ"	"of/relating to the Jews, Jewish"
"iudaeam"	"Judaeus, Judaea, Judaeum"	"ADJ"	"of/relating to the Jews, Jewish"
"iudaei"	"Judaeus, Judaei"	"N"	"Jew, Jewish person"
"iudaeis"	"Judaeus, Judaei"	"N"	"Jew, Jewish person"
"iudaeo"	"Judaeus, Judaei"	"N"	"Jew, Jewish person"
"iudaeorum"	"Judaeus, Judaei"	"N"	"Jew, Jewish person"
"iudaeos"	"Judaeus, Judaei"	"N"	"Jew, Jewish person"
"iudaeus"	"Judaeus, Judaei"	"N"	"Jew, Jewish person"
"iudam"	"Judes, Judae"	"N"	"Judah"
"iudas"	"Judes, Judae"	"N"	"Judah"
"iudicabit"	"judico, judicare, judicavi, judicatus"	"V"	"judge, give judgment"
"iudicare"	"judico, judicare, judicavi, judicatus"	"V"	"judge, give judgment"
"iudicat"	"judico, judicare, judicavi, judicatus"	"V"	"judge, give judgment"
"iudicate"	"judico, judicare, judicavi, judicatus"	"V"	"judge, give judgment"
"iudicatis"	"judico, judicare, judicavi, judicatus"	"V"	"judge, give judgment"
"iudicatur"	"judico, judicare, judicavi, judicatus"	"V"	"judge, give judgment"
"iudicatus"	"judico, judicare, judicavi, judicatus"	"V"	"judge, give judgment"
"iudicem"	"judex, judicis"	"N"	"judge"
"iudicet"	"judico, judicare, judicavi, judicatus"	"V"	"judge, give judgment"
"iudicii"	"judicium, judici(i)"	"N"	"trial, legal action/process"
"iudicio"	"judicium, judici(i)"	"N"	"trial, legal action/process"
"iudicium"	"judex, judicis"	"N"	"judge"
"iudico"	"judico, judicare, judicavi, judicatus"	"V"	"judge, give judgment"
"iunior"	"junior, junior, junius"	"ADJ"	"younger (COMP of juvenis)"
"iuste"	"justus, justa -um, justior -or -us, justissimus -a -um"	"ADJ"	"just, fair, equitable"
"iustitia"	"justitia, justitiae"	"N"	"justice"
"iustum"	"justus, justa -um, justior -or -us, justissimus -a -um"	"ADJ"	"just, fair, equitable"
"iuxta"	"juxta"	"PREP"	"near, (very) close to, next to"
"laborastis"	"laboro, laborare, laboravi, laboratus"	"V"	"work, labor"
"laboraverunt"	"laboro, laborare, laboravi, laboratus"	"V"	"work, labor"
"laborem"	"labor, laboris"	"N"	"labor/toil/exertion/effort/work"
"lacrimatus"	"lacrimo, lacrimare, lacrimavi, lacrimatus"	"V"	"shed tears, weep"
"lancea"	"lancea, lanceae"	"N"	"lance"
"languens"	"langueo, languere, -, -"	"V"	"be tired"
"languentium"	"langueo, languere, -, -"	"V"	"be tired"
"languidus"	"languidus, languida -um, languidior -or -us, languidissimus -a -um"	"ADJ"	"faint, weak"
"lanternis"	"lanterna, lanternae"	"N"	"lantern"
"lapidamus"	"lapido, lapidare, lapidavi, lapidatus"	"V"	"throw stones at"
"lapidare"	"lapido, lapidare, lapidavi, lapidatus"	"V"	"throw stones at"
"lapidarent"	"lapido, lapidare, lapidavi, lapidatus"	"V"	"throw stones at"
"lapidatis"	"lapido, lapidare, lapidavi, lapidatus"	"V"	"throw stones at"
"lapideae"	"lapideus, lapidea, lapideum"	"ADJ"	"of stone"
"lapidem"	"lapis, lapidis"	"N"	"stone"
"lapides"	"lapis, lapidis"	"N"	"stone"
"lapis"	"lapis, lapidis"	"N"	"stone"
"latine"	"Latinus, Latina, Latinum"	"ADJ"	"Latin"
"latro"	"latro, latronis"	"N"	"robber, brigand, bandit"
"latrones"	"latro, latronis"	"N"	"robber, brigand, bandit"
"latus"	"fero, ferre, tuli, latus"	"V"	"bring, bear"
"lava"	"lavo, lavare, lavi, lotus"	"V"	"wash, bathe"
"lavabis"	"lavo, lavare, lavi, lotus"	"V"	"wash, bathe"
"lavare"	"lavo, lavare, lavi, lotus"	"V"	"wash, bathe"
"lavas"	"lavo, lavare, lavi, lotus"	"V"	"wash, bathe"
"lavero"	"lavo, lavare, lavi, lotus"	"V"	"wash, bathe"
"lavet"	"lavo, lavare, lavi, lotus"	"V"	"wash, bathe"
"lavi"	"lavo, lavare, lavi, lotus"	"V"	"wash, bathe"
"lavit"	"lavo, lavare, lavi, lotus"	"V"	"wash, bathe"
"lazare"	"Lazarus, Lazari"	"N"	"Lazarus of Bethany, raised by Jesus from the dead"
"lazarum"	"Lazarus, Lazari"	"N"	"Lazarus of Bethany, raised by Jesus from the dead"
"lazarus"	"Lazarus, Lazari"	"N"	"Lazarus of Bethany, raised by Jesus from the dead"
"lege"	"lego, legere, legi, lectus"	"V"	"read"
"legem"	"lex, legis"	"N"	"law"
"legerunt"	"lego, legere, legi, lectus"	"V"	"read"
"levate"	"levo, levare, levavi, levatus"	"V"	"lift/raise/hold up"
"levavit"	"levo, levare, levavi, levatus"	"V"	"lift/raise/hold up"
"levitas"	"Levita, Levitae"	"N"	"deacon"
"lex"	"lex, legis"	"N"	"law"
"liberabit"	"libero, liberare, liberavi, liberatus"	"V"	"free"
"liberaverit"	"libero, liberare, liberavi, liberatus"	"V"	"free"
"liberi"	"liber, liberi"	"N"	"children (pl.)"
"libram"	"libra, librae"	"N"	"scales, balance"
"libras"	"libra, librae"	"N"	"scales, balance"
"libro"	"liber, libri"	"N"	"book, volume"
"libros"	"liber, libri"	"N"	"book, volume"
"licet"	"licet, licere, licuit, licitus est"	"V"	"it is permitted, one may"
"ligata"	"ligo, ligare, ligavi, ligatus"	"V"	"bind, tie, fasten"
"ligatum"	"ligo, ligare, ligavi, ligatus"	"V"	"bind, tie, fasten"
"ligatus"	"ligo, ligare, ligavi, ligatus"	"V"	"bind, tie, fasten"
"ligaverunt"	"ligo, ligare, ligavi, ligatus"	"V"	"bind, tie, fasten"
"linivit"	"linio, linire, linivi, linitus"	"V"	"smear, plaster (with)"
"linteamina"	"linteamen, linteaminis"	"N"	"linen cloth"
"linteaminibus"	"linteamen, linteaminis"	"N"	"linen cloth"
"linteis"	"linteum, lintei"	"N"	"linen cloth"
"linteo"	"linteum, lintei"	"N"	"linen cloth"
"linteum"	"linteum, lintei"	"N"	"linen cloth"
"lithostrotos"	"lithostrotus, lithostrota, lithostrotum"	"ADJ"	"inlaid with stones"
"litigabant"	"litigo, litigare, litigavi, litigatus"	"V"	"quarrel"
"litore"	"litus, litoris"	"N"	"shore, seashore, coast, strand"
"litteras"	"littera, litterae"	"N"	"letter (alphabet)"
"litteris"	"littera, litterae"	"N"	"letter (alphabet)"
"loco"	"locus, loci"	"N"	"seat, rank, position"
"loculos"	"loculus, loculi"	"N"	"spot, little/small place"
"locum"	"locus, loci"	"N"	"seat, rank, position"
"locus"	"locus, loci"	"N"	"seat, rank, position"
"locutus"	"loquor, loqui, locutus sum"	"V"	"speak, tell"
"longe"	"longus, longa -um, longior -or -us, longissimus -a -um"	"ADJ"	"long"
"loquar"	"loquor, loqui, locutus sum"	"V"	"speak, tell"
"loquebatur"	"loquor, loqui, locutus sum"	"V"	"speak, tell"
"loquelam"	"loquela, loquelae"	"N"	"speech, utterance"
"loquente"	"loquor, loqui, locutus sum"	"V"	"speak, tell"
"loquentem"	"loquor, loqui, locutus sum"	"V"	"speak, tell"
"loqueris"	"loquor, loqui, locutus sum"	"V"	"speak, tell"
"loquetur"	"loquor, loqui, locutus sum"	"V"	"speak, tell"
"loqui"	"loquor, loqui, locutus sum"	"V"	"speak, tell"
"loquimur"	"loquor, loqui, locutus sum"	"V"	"speak, tell"
"loquitur"	"loquor, loqui, locutus sum"	"V"	"speak, tell"
"loquor"	"loquor, loqui, locutus sum"	"V"	"speak, tell"
"lotus"	"lavo, lavare, lavi, lotus"	"V"	"wash, bathe"
"luce"	"lucus, luci"	"N"	"grove"
"lucem"	"lux, lucis"	"N"	"light, daylight, light of day"
"lucens"	"luceo, lucere, luxi, -"	"V"	"shine, emit light (heavenly body)"
"lucerna"	"lucerna, lucernae"	"N"	"oil lamp"
"lucet"	"luceo, lucere, luxi, -"	"V"	"shine, emit light (heavenly body)"
"lucis"	"lucus, luci"	"N"	"grove"
"lumen"	"lumen, luminis"	"N"	"light"
"lumine"	"lumen, luminis"	"N"	"light"
"lupum"	"lupus, lupi"	"N"	"wolf"
"lupus"	"lupus, lupi"	"N"	"wolf"
"lutum"	"luo, luere, lui, lutus"	"V"	"pay"
"lux"	"lux, lucis"	"N"	"light, daylight, light of day"
"mactet"	"macto, mactare, mactavi, mactatus"	"V"	"magnify, honor"
"magdalene"	"Magdalene, Magdalenes"	"N"	"Mary Magdalene, one of Jesus' disciples"
"magis"	"magus, magi"	"N"	"wise/learned man"
"magister"	"magister, magistri"	"N"	"teacher, tutor, master, expert, chief"
"magna"	"magnus, magna -um, major -or -us, maximus -a -um"	"ADJ"	"large/great/big/vast/huge"
"magnis"	"magnus, magna -um, major -or -us, maximus -a -um"	"ADJ"	"large/great/big/vast/huge"
"magno"	"magnus, magna -um, major -or -us, maximus -a -um"	"ADJ"	"large/great/big/vast/huge"
"magnus"	"magnus, magna -um, major -or -us, maximus -a -um"	"ADJ"	"large/great/big/vast/huge"
"maior"	"magnus, magna -um, major -or -us, maximus -a -um"	"ADJ"	"large/great/big/vast/huge"
"maiora"	"magnus, magna -um, major -or -us, maximus -a -um"	"ADJ"	"large/great/big/vast/huge"
"maiorem"	"magnus, magna -um, major -or -us, maximus -a -um"	"ADJ"	"large/great/big/vast/huge"
"maius"	"magnus, magna -um, major -or -us, maximus -a -um"	"ADJ"	"large/great/big/vast/huge"
"mala"	"malus, mala -um, pejor -or -us, -"	"ADJ"	"bad, evil, wicked"
"malchus"	"Malchus"	"N"	"Malchus, the slave of a high priest"
"male"	"malus, mala -um, pejor -or -us, -"	"ADJ"	"bad, evil, wicked"
"maledicti"	"maledictum, maledicti"	"N"	"insult, reproach, taunt"
"maledixerunt"	"maledico, maledicere, maledixi, maledictus"	"V"	"speak ill/evil of, revile, slander"
"malefactor"	"malefactor, malefactoris"	"N"	"malefactor"
"malo"	"malo, malle, malui, -"	"V"	"prefer"
"mandata"	"mando, mandare, mandavi, mandatus"	"V"	"entrust, commit to one's charge, deliver over"
"mandatum"	"mando, mandare, mandavi, mandatus"	"V"	"entrust, commit to one's charge, deliver over"
"mandavit"	"mando, mandare, mandavi, mandatus"	"V"	"entrust, commit to one's charge, deliver over"
"mando"	"mando, mandare, mandavi, mandatus"	"V"	"entrust, commit to one's charge, deliver over"
"manduca"	"manduco, manducare, manducavi, manducatus"	"V"	"chew, masticate, gnaw"
"manducandum"	"manduco, manducare, manducavi, manducatus"	"V"	"chew, masticate, gnaw"
"manducare"	"manduco, manducare, manducavi, manducatus"	"V"	"chew, masticate, gnaw"
"manducarent"	"manduco, manducare, manducavi, manducatus"	"V"	"chew, masticate, gnaw"
"manducastis"	"manduco, manducare, manducavi, manducatus"	"V"	"chew, masticate, gnaw"
"manducat"	"manduco, manducare, manducavi, manducatus"	"V"	"chew, masticate, gnaw"
"manducaverant"	"manduco, manducare, manducavi, manducatus"	"V"	"chew, masticate, gnaw"
"manducaverit"	"manduco, manducare, manducavi, manducatus"	"V"	"chew, masticate, gnaw"
"manducaveritis"	"manduco, manducare, manducavi, manducatus"	"V"	"chew, masticate, gnaw"
"manducaverunt"	"manduco, manducare, manducavi, manducatus"	"V"	"chew, masticate, gnaw"
"manducent"	"manduco, manducare, manducavi, manducatus"	"V"	"chew, masticate, gnaw"
"mane"	"mane"	"ADV"	"in the morning"
"maneat"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manebitis"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manens"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manentem"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"maneo"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manere"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"maneret"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manes"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manet"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manete"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manibus"	"manus, manus"	"N"	"hand, fist"
"manifesta"	"manifestus, manifesta -um, manifestior -or -us, manifestissimus -a -um"	"ADJ"	"detected, plainly guilty"
"manifestabo"	"manifesto, manifestare, manifestavi, manifestatus"	"V"	"make visible/clearer/evident/plain"
"manifestaturus"	"manifesto, manifestare, manifestavi, manifestatus"	"V"	"make visible/clearer/evident/plain"
"manifestatus"	"manifesto, manifestare, manifestavi, manifestatus"	"V"	"make visible/clearer/evident/plain"
"manifestavi"	"manifesto, manifestare, manifestavi, manifestatus"	"V"	"make visible/clearer/evident/plain"
"manifestavit"	"manifesto, manifestare, manifestavi, manifestatus"	"V"	"make visible/clearer/evident/plain"
"manifeste"	"manifestus, manifesta -um, manifestior -or -us, manifestissimus -a -um"	"ADJ"	"detected, plainly guilty"
"manifestentur"	"manifesto, manifestare, manifestavi, manifestatus"	"V"	"make visible/clearer/evident/plain"
"manifestetur"	"manifesto, manifestare, manifestavi, manifestatus"	"V"	"make visible/clearer/evident/plain"
"manifesto"	"manifestus, manifesta -um, manifestior -or -us, manifestissimus -a -um"	"ADJ"	"detected, plainly guilty"
"manna"	"manna, mannae"	"N"	"manna"
"manserint"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manserit"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manseritis"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manserunt"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"mansionem"	"mansio, mansionis"	"N"	"lodging, stop"
"mansiones"	"mansio, mansionis"	"N"	"lodging, stop"
"mansit"	"maneo, manere, mansi, mansus"	"V"	"remain, stay, abide"
"manu"	"manus, manus"	"N"	"hand, fist"
"manum"	"manus, manus"	"N"	"hand, fist"
"manus"	"manus, manus"	"N"	"hand, fist"
"mare"	"mare, maris"	"N"	"sea"
"maria"	"mare, maris"	"N"	"sea"
"mariae"	"Maria, Mariae"	"N"	"Mary"
"mariam"	"Maria, Mariae"	"N"	"Mary"
"martha"	"Martha, Marthae"	"N"	"Martha of Bethany, Lazarus' sister"
"marthae"	"Martha, Marthae"	"N"	"Martha of Bethany, Lazarus' sister"
"martham"	"Martha, Marthae"	"N"	"Martha of Bethany, Lazarus' sister"
"mater"	"mater, matris"	"N"	"mother, foster mother"
"matrem"	"mater, matris"	"N"	"mother, foster mother"
"matri"	"mater, matris"	"N"	"mother, foster mother"
"matris"	"mater, matris"	"N"	"mother, foster mother"
"me"	"ego, mei"	"PRON"	"I, me (PERS)"
"mea"	"meus, mea, meum"	"ADJ"	"my (personal possession)"
"meae"	"meus, mea, meum"	"ADJ"	"my (personal possession)"
"meam"	"meus, mea, meum"	"ADJ"	"my (personal possession)"
"meas"	"meus, mea, meum"	"ADJ"	"my (personal possession)"
"mediante"	"medio, mediare, mediavi, mediatus"	"V"	"halve, divide in the middle"
"medio"	"medius, media, medium"	"ADJ"	"middle, middle of, mid"
"medium"	"medius, media, medium"	"ADJ"	"middle, middle of, mid"
"medius"	"medius, media, medium"	"ADJ"	"middle, middle of, mid"
"mei"	"ego, mei"	"PRON"	"I, me (PERS)"
"meis"	"meus, mea, meum"	"ADJ"	"my (personal possession)"
"melius"	"bene, melius, optime"	"ADV"	"well, very, quite, rightly, agreeably, cheaply, in good style"
"mementote"	"mementote"	"X"	"remember"
"meminit"	"memini, meminisse, -"	"V"	"remember  (PERF form, PRES force)"
"mendacium"	"mendax, (gen.), mendacis"	"ADJ"	"lying, false"
"mendax"	"mendax, (gen.), mendacis"	"ADJ"	"lying, false"
"mendicabat"	"mendico, mendicare, mendicavi, mendicatus"	"V"	"beg for"
"mendicus"	"mendicus, mendica, mendicum"	"ADJ"	"poor as a beggar, beggarly"
"mensas"	"mensa, mensae"	"N"	"table"
"menses"	"mensis, mensis"	"N"	"month"
"mensuram"	"metior, metiri, mensus sum"	"V"	"measure, estimate"
"meo"	"meus, mea, meum"	"ADJ"	"my (personal possession)"
"meos"	"meus, mea, meum"	"ADJ"	"my (personal possession)"
"mercedem"	"merces, mercedis"	"N"	"pay, recompense, hire, salary, reward"
"mercennarius"	"mercennarius, mercennarii"	"N"	"hired worker"
"messem"	"messis, messis"	"N"	"harvest, crop"
"messiam"	"Messias, Messiae"	"N"	"the Messiah"
"messias"	"Messias, Messiae"	"N"	"the Messiah"
"messis"	"messis, messis"	"N"	"harvest, crop"
"metere"	"meto, metere, messui, messus"	"V"	"reap"
"metit"	"meto, metere, messui, messus"	"V"	"reap"
"metretas"	"metreta, metretae"	"N"	"Greek liquid measure"
"metum"	"metus, metus"	"N"	"fear, anxiety"
"meum"	"meus, mea, meum"	"ADJ"	"my (personal possession)"
"meus"	"meus, mea, meum"	"ADJ"	"my (personal possession)"
"mihi"	"ego, mei"	"PRON"	"I, me (PERS)"
"milia"	"milium, milii"	"N"	"millet"
"milites"	"miles, militis"	"N"	"soldier"
"militi"	"miles, militis"	"N"	"soldier"
"militum"	"miles, militis"	"N"	"soldier"
"minister"	"minister, ministri"	"N"	"attendant, servant, waiter"
"ministrabat"	"ministro, ministrare, ministravi, ministratus"	"V"	"attend (to), serve, furnish"
"ministrat"	"ministro, ministrare, ministravi, ministratus"	"V"	"attend (to), serve, furnish"
"ministraverit"	"ministro, ministrare, ministravi, ministratus"	"V"	"attend (to), serve, furnish"
"ministri"	"minister, ministri"	"N"	"attendant, servant, waiter"
"ministris"	"minister, ministri"	"N"	"attendant, servant, waiter"
"ministrorum"	"minister, ministri"	"N"	"attendant, servant, waiter"
"ministros"	"minister, ministri"	"N"	"attendant, servant, waiter"
"minui"	"minuo, minuere, minui, minutus"	"V"	"lessen, reduce, diminish, impair, abate"
"minus"	"minus"	"ADV"	"less"
"mirabantur"	"miror, mirari, miratus sum"	"V"	"be amazed/surprised/bewildered (at)"
"mirabile"	"mirabilis, mirabilis, mirabile"	"ADJ"	"wonderful, marvelous, astonishing, extraordinary"
"miramini"	"miror, mirari, miratus sum"	"V"	"be amazed/surprised/bewildered (at)"
"mirari"	"miror, mirari, miratus sum"	"V"	"be amazed/surprised/bewildered (at)"
"miremini"	"miror, mirari, miratus sum"	"V"	"be amazed/surprised/bewildered (at)"
"mireris"	"miror, mirari, miratus sum"	"V"	"be amazed/surprised/bewildered (at)"
"misero"	"miser, misera -um, miserior -or -us, miserrimus -a -um"	"ADJ"	"poor, miserable, wretched, unfortunate, unhappy, distressing"
"miserunt"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"misi"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"misisset"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"misisti"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"misistis"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"misit"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"missi"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"missus"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"mittam"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"mittat"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"mitte"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"mittebantur"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"mittet"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"mittit"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"mittite"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"mitto"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"mittunt"	"mitto, mittere, misi, missus"	"V"	"send, throw, hurl, cast"
"mixturam"	"misceo, miscere, miscui, mixtus"	"V"	"mix, mingle"
"modicum"	"modicus, modica, modicum"	"ADJ"	"moderate"
"modo"	"modus, modi"	"N"	"manner, mode, way, method"
"monte"	"mons, montis"	"N"	"mountain"
"montem"	"mons, montis"	"N"	"mountain"
"monumentis"	"monumentum, monumenti"	"N"	"reminder"
"monumento"	"monumentum, monumenti"	"N"	"reminder"
"monumentum"	"monumentum, monumenti"	"N"	"reminder"
"morabatur"	"moror, morari, moratus sum"	"V"	"delay"
"moreretur"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"mori"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"moriamur"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"moriatur"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"moriemini"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"morietur"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"moritur"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"moriturus"	"morior, moriri, moritus sum"	"V"	"die"
"morte"	"mors, mortis"	"N"	"death"
"mortem"	"mors, mortis"	"N"	"death"
"mortui"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"mortuis"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"mortuos"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"mortuum"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"mortuus"	"morior, mori, mortuus sum"	"V"	"die, expire, pass/die/wither away/out"
"mos"	"mos, moris"	"N"	"custom, habit"
"moyse"	"Moyses, Moysis"	"N"	"Moses"
"moysen"	"Moyses, Moysis"	"N"	"Moses"
"moyses"	"Moyses, Moysis"	"N"	"Moses"
"moysi"	"Moyses, Moysis"	"N"	"Moses"
"moysis"	"Moyses, Moysis"	"N"	"Moses"
"mulier"	"mulier, mulieris"	"N"	"woman"
"muliere"	"mulier, mulieris"	"N"	"woman"
"mulierem"	"mulier, mulieris"	"N"	"woman"
"mulieri"	"mulier, mulieris"	"N"	"woman"
"mulieris"	"mulier, mulieris"	"N"	"woman"
"multa"	"multus, multa -um, -, plurimus -a -um"	"ADJ"	"much, many, great, many a"
"multae"	"multus, multa -um, -, plurimus -a -um"	"ADJ"	"much, many, great, many a"
"multi"	"multus, multa -um, -, plurimus -a -um"	"ADJ"	"much, many, great, many a"
"multis"	"multus, multa -um, -, plurimus -a -um"	"ADJ"	"much, many, great, many a"
"multitudine"	"multitudo, multitudinis"	"N"	"multitude, great number"
"multitudo"	"multitudo, multitudinis"	"N"	"multitude, great number"
"multo"	"multus, multa -um, -, plurimus -a -um"	"ADJ"	"much, many, great, many a"
"multum"	"multus, multa -um, -, plurimus -a -um"	"ADJ"	"much, many, great, many a"
"multus"	"multus, multa -um, -, plurimus -a -um"	"ADJ"	"much, many, great, many a"
"mundi"	"mundus, mundi"	"N"	"universe, heavens"
"mundo"	"mundus, mundi"	"N"	"universe, heavens"
"mundum"	"mundus, mundi"	"N"	"universe, heavens"
"mundus"	"mundus, mundi"	"N"	"universe, heavens"
"murmur"	"murmur, murmuris"	"N"	"murmur/mutter"
"murmurabant"	"murmuro, murmurare, murmuravi, murmuratus"	"V"	"hum, murmur, mutter"
"murmurantem"	"murmuro, murmurare, murmuravi, murmuratus"	"V"	"hum, murmur, mutter"
"murmurare"	"murmuro, murmurare, murmuravi, murmuratus"	"V"	"hum, murmur, mutter"
"murmurarent"	"murmuro, murmurare, murmuravi, murmuratus"	"V"	"hum, murmur, mutter"
"myrrhae"	"myrrha, myrrhae"	"N"	"myrrh (aromatic gum/ointment)"
"nam"	"nam"	"CONJ"	"for, on the other hand"
"nardi"	"nardus, nardi"	"N"	"unguent/balsam/oil of nard (an aromatic plant)"
"nasceretur"	"nascor, nasci, natus sum"	"V"	"be produced spontaneously, come into existence/being"
"nasci"	"nascor, nasci, natus sum"	"V"	"be produced spontaneously, come into existence/being"
"natatoria"	"natatoria, natatoriae"	"N"	"pool, swimming pool"
"nathanael"	"Nathanael"	"N"	"Nathanael,  one of the Twelve Apostles aka Bartholomew"
"nati"	"nascor, nasci, natus sum"	"V"	"be produced spontaneously, come into existence/being"
"nativitate"	"nativitas, nativitatis"	"N"	"birth"
"natum"	"nascor, nasci, natus sum"	"V"	"be produced spontaneously, come into existence/being"
"natus"	"nascor, nasci, natus sum"	"V"	"be produced spontaneously, come into existence/being"
"navem"	"navis, navis"	"N"	"ship"
"naves"	"navis, navis"	"N"	"ship"
